Date, Race, Distance, Ascent, Venue, Country, Region, Distance (mil), Climb (m), Gmap, Web
Wed 21st Jun 2017 at 19:30,Tor Mile,2km / 1.2m,168m / 551ft,Robin Hood pub Holcombe Rd Textile Museum BB4 4NP,England,South/West Pennines,1.2,168,Robin Hood pub Holcombe Rd Textile Museum BB4 4NP,http://fellrunner.org.uk/races.php?id=5315 
Sun 28th May 2017 at 11:30,Mynydd Myfyr,6.5km / 4m,125m / 410ft,Trefonen Village Hall Oswestry SY10 9DY,England,Shropshire/Welsh Borders,4.0,125,Trefonen Village Hall Oswestry SY10 9DY,http://fellrunner.org.uk/races.php?id=5316 
Sun 30th Apr 2017 at 13:00,Arant Haw,7.5km / 4.7m,400m / 1312ft,Peoples Hall Sedbergh,England,York. Dales,4.7,400,Peoples Hall Sedbergh,http://fellrunner.org.uk/races.php?id=5317 
Wed 26th Jul 2017 at 19:15,Inclined To Madness,11km / 6.8m,375m / 1230ft,Lower Clay Bank Car Park Stokesley N Yorks TS9 7JA,England,North York Moors,6.8,375,54.426355 -1.109090,http://fellrunner.org.uk/races.php?id=5318 
Wed 14th Jun 2017 at 18:30,Cancelled - Lyme 1,6.5km / 4m,165m / 541ft,Lyme Park SK12 2NR,England,Peak District,4.0,165,Lyme Park SK12 2NR,http://fellrunner.org.uk/races.php?id=5319 
Wed 21st Jun 2017 at 18:30,Cancelled - Lyme 2,6.5km / 4m,165m / 541ft,Lyme Park SK12 2NR,England,Peak District,4.0,165,Lyme Park SK12 2NR,http://fellrunner.org.uk/races.php?id=5320 
Wed 28th Jun 2017 at 18:30,Cancelled - Lyme 3,6.5km / 4m,165m / 541ft,Lyme Park SK12 2NR,England,Peak District,4.0,165,Lyme Park SK12 2NR,http://fellrunner.org.uk/races.php?id=5321 
Sun 24th Sep 2017 at 09:00,Rossendale Harriers 50th M M M,Unknown,Unknown,Community cafe Stubbylee Park Bacup OL13 0DE,England,South/West Pennines,0.0,0,Community cafe Stubbylee Park Bacup OL13 0DE,http://fellrunner.org.uk/races.php?id=5322 
Sun 21st May 2017 at 11:30,B O F R A Malham Charity Relays,2.5km / 1.6m,100m / 328ft,Listers Arms Malham BD23 4DB,England,York. Dales,1.6,100,Listers Arms Malham BD23 4DB,http://fellrunner.org.uk/races.php?id=5323 
Sun 7th May 2017 at 12:00,Sedbergh ( B O F R A ),5km / 3.1m,550m / 1804ft,Sedbergh Sports Field,England,York. Dales,3.1,550,Sedbergh Sports Field,http://fellrunner.org.uk/races.php?id=5324 
Tue 4th Jul 2017 at 19:00,20 Barriers,8km / 5m,160m / 525ft,Carnforth High School Kellet Rd Carnforth LA5 9LS,England,Bowland/NW Lancs.,5.0,160,Carnforth High School Kellet Rd Carnforth LA5 9LS,http://fellrunner.org.uk/races.php?id=5325 
Sun 10th Dec 2017 at 11:00,Shittern Santa Saunter,8km / 5m,350m / 1148ft,Howard Town Brewery Glossop SK13 7SS,England,Peak District,5.0,350,Howard Town Brewery Glossop SK13 7SS,http://fellrunner.org.uk/races.php?id=5326 
Sun 28th May 2017 at 12:00,Coniston Gullies ( B O F R A ),2km / 1.2m,350m / 1148ft,John Ruskin School Coniston LA21 8EW,England,Lake District,1.2,350,John Ruskin School Coniston LA21 8EW,http://fellrunner.org.uk/races.php?id=5327 
Sat 8th Jul 2017 at 12:30,Lydford Dash,7.8km / 4.8m,215m / 705ft,Lydford Sports Field EX20 4AU,England,South West,4.8,215,Lydford Sports Field EX20 4AU,http://fellrunner.org.uk/races.php?id=5328 
Sun 4th Jun 2017 at 12:00,Kettlewell ( B O F R A ),2.5km / 1.6m,250m / 820ft,Blue Bell Inn Kettlewell Upper Wharfdale BD23 5QX On B6160,England,York. Dales,1.6,250,Blue Bell Inn Kettlewell Upper Wharfdale BD23 5QX On B6160,http://fellrunner.org.uk/races.php?id=5330 
Sat 10th Jun 2017 at 13:30,Churn Milk Chase,8.1km / 5m,218m / 715ft,Midgley Recreation Ground HX2 6TX,England,South/West Pennines,5.0,218,53.733095 -1.945394,http://fellrunner.org.uk/races.php?id=5331 
Wed 21st Jun 2017 at 19:00,Summer Solstice,8.3km / 5.2m,255m / 837ft,The Dartmoor Inn Merrivale PL20 6ST,England,South West,5.2,255,The Dartmoor Inn Merrivale PL20 6ST,http://fellrunner.org.uk/races.php?id=5332 
Sun 19th Nov 2017 at 12:15,Arnside Knott,10km / 6.2m,330m / 1083ft,Hollins Farm Far Arnside Cumbria LA5 0SL,England,Lake District,6.2,330,Hollins Farm Far Arnside Cumbria LA5 0SL,http://fellrunner.org.uk/races.php?id=5333 
Sat 21st Oct 2017,Salcombe Coastal Marathon - Autumn,42km / 26.1m,1372m / 4501ft,Torcross,England,South West,26.1,1372,50.267992 -3.652878,http://fellrunner.org.uk/races.php?id=5334 
Sat 15th Jul 2017 at 15:20,Kerridge Climb,1.6km / 1m,95m / 312ft,Sugar Lane Rainow SK10 5UJ,England,Peak District,1.0,95,Sugar Lane Rainow SK10 5UJ,http://fellrunner.org.uk/races.php?id=5335 
Tue 5th Sep 2017 at 19:00,Ilam National Trust,6.1km / 3.8m,347m / 1138ft,Ilam Hall DE6 2AZ,England,Peak District,3.8,347,Ilam Hall DE6 2AZ,http://fellrunner.org.uk/races.php?id=5336 
